question,label
"________ is the process of marketing accomplished or facilitated via the use of Internet technologies (e.g. web, email, intranet, extranets, etc.).
a. Internet marketing.
b. Search marketing.
c. E-marketing.
d. Mobile marketing.
",A
" A key benefit of the STP process is:
a. More effective and efficient matching of company resources to targeted market segments promising the greatest ROMI.
b. Enhancing a company's competitive position by providing direction and focus for marketing strategies.
c. Examining and identifying growth opportunities in the market through the identification of new customers, growth segments, or new product uses.
d. All of the above.
",D
"Joint creation of value, in which customers take part in an active dialogue and co-construct personalized experiences, is referred to as:
a. Interactive marketing.
b. Co-creation experience.
c. Relationship marketing.
d. Organization marketing.
",B
"The development of social media has enabled individuals to communicate with organizations, communities, friends, and family. The content of the message can be about brands, experiences, or events, and is developed and shared by individuals. This is referred to as:
a. Broadcast.
b. User-generated content.
c. Viral marketing.
d. Telemarketing.
",B
"Which element of the promotional mix handles unfavorable stories and events and promotes a good corporate image?
a. Personal selling
b. Sales promotion
c. Direct marketing
d. Public relations
",D
" Psychographic segmentation is based on:
a. The quantitative side of consumer demographic analysis.
b. The quantitative side of consumer geographic analysis.
c. Individuals' residential patterns and life-cycle preferences.
d. Grouping people according to their psychological characteristics, values, and lifestyles.
",D
"Which of the following factors has NOT received as much support as the others in research investigating why social support is related to better health?
a. Social
b. Behavioral
c. Psychological
d. Gerontological
",B
"With respect to marital satisfaction, most long lasting marriages
a. Show high satisfaction through all the years of marriage
b. Show high satisfaction that steadily declines as the years pass
c. Show lower levels during the years when children are present
d. Show ups and downs throughout the marriage
",C
"According to Tat Kleckley of this chapter's Senior View, the most important part of the healing process for those who are bereaved is to
a. Stay away from other people for a while
b. Get out and be active
c. Talk about your loss
d. Make new friends who don't know about your loss
",C
"Which of the following is NOT one of the more frequently named activities by those who are retired?
a. Volunteering
b. Travel
c. Redoing the home
d. Household chores
",C
"The cause of Alzheimer's appears to be
a. Mostly environmental
b. Aluminum
c. Mostly genetic
d. Apo-E 4
",C
"The influence of genetics on longevity is estimated to be about
a. 20%
b. 33%
c. 50%
d. 75%
",B
"Which of the following is NOT one of the most rewarding aspects of being a grandparent as reported by grandparents?
a. Feelings of immortality
b. Spoiling the grandchildren
c. Having others to wait on you
d. Remembering when they were grandchildren
",C
"BMI is regarded as a better measure of health than weight by itself because BMI is based on weight and
a. Height
b. Bone structure
c. Immune Function
d. Diet and exercise
",A
"Remarriages are
a. More frequent for woman than men
b. Typically more successful
c. Typically less successful
d. Most common among those who have never been married before
",C
"A person who is not very well organized, rarely sets goals, and frequently puts things off until the last minute would be said to be low on which trait?
a. Agreeableness
b. Conscientiousness
c. Openness
d. Neuroticism
",B
"An example of an objective test of personality is the
a. TAT
b. MMPI
c. Rorschach ink blot test
d. McAdams test of levels
",B
"Loss of muscle fiber may be due to loss of neurons which may be due to
a. Clogged blood vessels
b. Loss of bone density
c. Changes in hormone levels
d. Loss of collagen
",A
"If we found that adult age was significantly and positively correlated with consumption of herbal teas, we could conclude that
a. Drinking herbal teas makes one grow older more slowly
b. Becoming older causes one to begin or increase consumption of herbal teas
c. Older adults drink less herbal tea than do younger adults
d. Older adults drink more herbal tea than do younger adults
",D
"Which of the following forms of dementia has the highest prevalence rate?
a. Alzheimer's
b. Vascular
c. Parkinson's
d. Fronto-temporal lobe
",A
"Surveys of bereaved individuals have found that one of the things that is reported as being most helpful is when others
a. Avoid any discussion of the deceased
b. Remain in close contact
c. Stay away and let the person grieve
d. Change the home environment for the bereaved
",B
"Which of the following could very well be a cohort difference rather than a change that occurs with age?
a. Differences in weight
b. Shrinkage of the thymus gland
c. Enlargement of the heart
d. Increasing size of nose and ears
",A
"The majority of older widows live
a. Alone
b. With children
c. With a friend
d. In an institution
",A
"Our bodies have a natural, built in defense against free radicals that is referred to as
a. AFR
b. SOD
c. Vitamin C
d. Telomerase
",B
"Which of the following is most strongly associated with loss of bone density?
a. Genetic factors
b. Lifestyle factors like not exercising
c. Hormonal factors such as loss of estrogen
d. Cohort factors
",B
"Older adults' negative beliefs about their own memories seem to be more influenced by _____ than by their actual performance on memory tests
a. Negative stereotypes about older memory
b. Time of day and weather conditions
c. Who they are speaking with
d. Their slower processing speed
",A
"The reaction time difference between younger and older adults is reduced when older adults
a. Practice regular aerobic exercise
b. Lift weights on a regular schedule
c. Consume large quantities of vitamins
d. Practice Tai chi
",A
"Landowner's property was landlocked. He had to go to court to ask the court to compel the adjacent landowner to give him an easement of necessity for ingress and egress to the highway. The court granted the easement of necessity to Landowner. Over a decade later, another access route to the highway opened up through public improvements. The adjacent landowner sued to stop Landowner from continuing to use his land for ingress and egress. What will the court most likely rule in this case?
a. The holder of the easement has a right to insist on its uninterrupted continuance.
b. The easement continues because its purpose of access to the property still exists.
c. The easement is terminated because it cannot exceed five years in length, without being formally renewed by both parties.
d. The equities favor the termination of the easement where another route is available.
",D
"Alice owned Greyacre, a one-acre piece of property, in fee simple. Alice sold the property to Barbara who moved into the only residence on the land. Barbara neglected to record the deed, and three years later, Alice conveyed the same property to Charlene who immediately filed the deed she received from Alice. Greyacre's jurisdiction has a race-notice statute and a tract index system. If an action is filed for title to the property, the likely outcome would be for
a. Alice, since her ownership was first in time and she was of record.
b. Barbara, because Charlene had notice of the prior conveyance between Alice and Barbara.
c. Barbara, because she was the first to record her deed.
d. Charlene, because she was the first to record her deed.
",B
"A homeowner hired a painter to paint his house for$10,000. The day before the painter was to begin work, he decided to go on vacation for a month. The painter telephoned a handyman who had done painting work for the painter in the past, and asked if he would be willing to paint the homeowner's house for him. The painter said that if the handyman would paint the house, the handyman could keep the $10,000 that the homeowner promised to pay. The handyman agreed. The next day, the handyman went to the homeowner's house to begin the painting job. The homeowner had already left for work, so the handyman began to paint the house. When the homeowner arrived home that evening, he saw the handyman painting his house. Confused, the homeowner asked the handyman why he was doing the painting instead of the painter. The handyman told the homeowner of the arrangement he had with the painter. Although the handyman was only 50% finished with the painting, the homeowner told the handyman to immediately get off his land, so the handyman left. If the handyman brings an action against the homeowner, he will most likely
a. recover for unjust enrichment.
b. recover under the doctrine of substantial performance.
c. not recover, because his arrangement with the painter was not in writing.
d. not recover, because there was no contract between the handyman and the homeowner.
",A
"A defendant was booked on a commercial airline flight. When the defendant arrived at the airport, two undercover police narcotics agents observed him. His appearance and actions led the police to believe that he fit the description of a predetermined profile of a drug courier. The officers approached the defendant and told him they wanted to detain him for questioning. The defendant asked what for, and the police explained that they were narcotics agents assigned to the airport and that he fit the profile of a drug courier. They then asked the defendant to hand over his overnight bag. The defendant refused. The officers then explained that he wouldn't be permitted to board the plane unless they inspected the contents of his bag. The defendant told the officers that he changed his mind and decided not to fly today after all. The officers still requested that the defendant turn his overnight bag over to them. The defendant did so, and then he was given permission to leave the airport. The next day, the police had a dog sniff the defendant's bag for narcotics. The results of this search gave police suspicion to believe that the bag contained narcotics. They opened the defendant's bag and found heroin inside. The defendant was subsequently arrested and charged with unlawful possession of narcotics. At trial, the defendant's attorney moves to prevent introduction of the heroin into evidence. This motion will most likely be
a. granted, because the police did not have probable cause to hold the bag overnight for the search.
b. granted, because the heroin was discovered as a result of an unlawful airport detention.
c. denied, because the defendant fit the predetermined profile of a narcotics courier.
d. denied, because the search resulted from a lawful airport detention.
",A
"In 1985, a landowner, the undisputed owner of an apartment building, leased it to a tenant for a term of seven years. Rent was to be paid in installments due on the first day of each month. One year later, in 1986, the landowner died leaving no heirs. In her will, the landowner left her entire estate to the Girl Scouts of America. The apartment building was not specifically mentioned in the will. One month after the landowner died, the tenant, having learned of the landowner's death, decided to remain on the property, but stopped paying rent. The Girl Scouts of America organization was unaware of the landowner's gift to the organization until 2009, when attorneys for the organization conducted an inventory of testamentary gifts to the Girl Scouts of America, which revealed that they had a claim to ownership of the apartment building. The statutory period for adverse possession in this jurisdiction is 20 years. In an ejection action by the Girl Scouts of America against the tenant, the organization will prevail
a. because the tenant discontinued paying rent following the landowner's death.
b. if the tenant leased the apartment building to a teacher for three years while he (the tenant) was called into military service.
c. if the tenant believed that his lease with the landowner was still in effect after the latter died.
d. because the tenant never paid taxes on the apartment building.
",C
"A lumber mill contracted to deliver one thousand8-foot sheets of plywood to a home improvement store on the first of each month for 10 consecutive months starting June 1. The June, July, and August shipments were delivered on time and duly paid for. Then, on August 16, the lumber mill informed the store that the mill would not be able to meet the September 1 delivery date, because its lumber reserve had been destroyed by a forest fire. The mill then asked the store to excuse the mill from further performance. The store refused and demanded that the remaining shipments be delivered on time. When the September shipment failed to arrive, the store immediately brought suit for breach of contract. How would the court hold?
a. Judgment for the store, because the mill's duties of performance would not be excused.
b. Judgment for the store, because the mill should have foreseen such a contingency occurring.
c. Judgment for the mill, because their performance would be discharged by impossibility.
d. Judgment for the mill, because their performance would be discharged by frustration of purpose.
",A
"A widower had three children: one was unmarried and the other two were married with children. When he became chronically ill and could not care for himself, his unmarried daughter moved into his home to take care of him. As time went on, the widower became senile, lost touch with reality, and required continuous care. When that happened, the caretaking daughter made out a deed to herself as grantee and had him sign as grantor. He was not aware of what he was doing when he signed it. After the widower died, the two married children sued to have the deed set aside for mental incompetence. Assuming they can prove the foregoing allegations, will the court likely strike down the deed?
a. No, because the caretaking daughter had a right to the property in return for all of the work that she performed.
b. No, because every deed is strongly presumed to be valid when signed.
c. Yes, because he did not have the mental capacity to understand the nature of his act or the meaning of the legal instrument he signed.a
d. Yes, because it was obtained by mutual mistake.
",C
"A property owner owned a large building in the city. The owner leased the building to a shopkeeper for a period of 20 years at a rental of $10,000 per month. The leasehold agreement between property owner and shopkeeper provided that the latter was not permitted ""to assign this lease to anyone except a corporation with an A' credit rating from a well- known credit rating company. "" One month later, the shopkeeper leased the premises to a corporation that did not have the required credit rating. The shopkeeper-corporation lease was for a period of five years, with a rental of $15,000 per month, payable by the corporation to the shopkeeper. In addition, the corporation agreed to abide ""by all of the terms and conditions of the lease between the property owner and the shopkeeper. ""One year later, the corporation leased the premises to a non-profit organization for the balance of the term of the corporation shopkeeper lease. The non-profit organization took possession of the said premises the same day that the corporation vacated its occupancy. Pursuant to the corporation nonprofit leasehold agreement, the latter was obligated to pay a monthly rental of $17,500 directly to the corporation. The non-profit organization has a B' credit rating with the well-known credit rating company. Which of the following is not correct regarding the legal relationship(s) of the various parties?
a. Privity of estate and privity of contract exist between the property owner and the shopkeeper.
b. Privily of estate and privity of contract exist between the shopkeeper and the corporation.
c. Privily of estate, but not privily of contract, exists between property owner and the corporation.
d. Neither privily of estate nor privily of contract exists between the property owner and the nonprofit organization.
",C
"A student at a private university was receiving financial aid from the university based on a financial aid application he completed at the time of his enrollment. During finals at the end of the fall semester, the student was caught cheating. His chemistry professor saw him looking at a fellow student's exam paper and copying the answers to three multiple choice questions. The professor notified the honor committee, which immediately found an honor code violation and ordered that the student receive a failing grade in the course. In addition, in accordance with the rules of the university, the student's financial aid was terminated. The student filed a lawsuit seeking reinstatement of his financial aid. The student's only argument was that his due process rights were violated in that he did not receive a notice of, or a hearing on, the alleged honor code violation. Which of the following facts, if true, would be most helpful to the student?
a. The university was in financial difficulties and could not meet its payroll expenses.
b. The university did not re-allocate the student's financial aid to another deserving student.
c. The university received support from the state.
d. The honor committee sent the student a letter to advise him of the hearing date.
",C
"A city imposes a tax on nonresident's city derived income above $1,700 at a 3% rate, except that if the nonresident's state of residence would impose a lesser tax had the income been earned in that state, the city tax would be reduced to that amount. This income tax exempts taxable income earned by city residents outside of the state. Moreover, residents of the city were not taxed on their in-city earned income. A commuter who works in the city but is a resident of a neighboring state, challenges the constitutionality of this statute. Which of the following provisions would furnish the most applicable basis for this constitutional challenge?
a. The equal protection clause of the Fourteenth Amendment.
b. The Fourteenth Amendment's due process clause.
c. The privileges and immunities clause of ArticleIV.
d. The commerce clause.
",C
"Late one night, an accountant walked into a bar and ordered a whiskey sour. The bartender served the drink, even though the accountant looked and acted as though he was already very intoxicated. The accountant soon had consumed five more cocktails, which the bartender served, despite the accountant's obviously and unmistakably drunken condition. After finishing his sixth drink in the bar, the accountant said good night to the bartender, staggered out of the bar, got into his car, and drove away. After weaving back and forth across the road for several blocks, the accountant crashed his car into a pedestrian who was walking on the sidewalk next to the road. The pedestrian suffered serious injuries to his back and legs. The bartender's act of serving drinks to the accountant would most likely be viewed as the
a. proximate cause of the pedestrian's injuries.
b. superseding cause of the pedestrian's injuries.
c. direct cause of the pedestrian's injuries.
d. intervening cause of the pedestrian's injuries.
",A
"After a lengthy interview with a company vice president, an employee was hired by the company to work in the company's accounting department. The parties agreed that the employment would be on an at-will basis. At the end of her first week of work, the employee was given a booklet entitled ""Employment Manual,"" with instructions to read the book in its entirety by the end of the following week. That evening, the employee began reading the manual. The first few pages described the history of the company and provided a personal biography of its president. On page 20, the manual stated that the company treats its employees ""as family"" and that employees will be discharged ""only with good cause. "" The employee finished reading the manual as requested. The employee interpreted the statement on page 20 as insuring continued employment unless good cause existed for termination. Over the next two months, the employee continually complained to her supervisor that the lighting in the accounting department was insufficient. Finally the supervisor, fed up with the complaints, fired the employee. The employee then sued the company, seeking to recover on grounds of promissory estoppel. Which of the following facts, if true and provable, would be most helpful for the employee's cause of action?
a. At the time when the company hired the employee, the company subjectively intended that the employee be given job security.
b. The employee interpreted the clause in the manual stating that company employees would be treated ""as family"" to mean that she would have job security and could only be fired for good cause.
c. Just prior to receiving the manual, the employee seriously considered quitting, but continued to work for the company in reliance on the provisions contained on page 20 of the manual.
d. The employee's complaints regarding the insufficient lighting were factually true and justifIable.
",C
"A homeowner was injured when an automatic cutoff switch failed to function on a snowblower he was using. The cutoff switch had functioned well for a year after he purchased the snowblower but failed after the machine had been improperly repaired by a mechanic. The snowblower's operating manual contained a clear and prominent warning against making the very alteration to the switch mechanism that was made by the mechanic. The mechanic, however, did not have a manual available when he repaired the snowblower. Does the homeowner have a viable claim against the manufacturer of the snowblower for damages?
a. No, because the homeowner was contributorily negligent in failing to furnish the snowblower's manual to the mechanic.
b. No, because the injury resulted from a substantial alteration of the snowblower by a third party. a third party.
c. Yes, because a defect in the snowblower caused the homeowner's injury.
d. Yes, because the manufacturer should have made the manual available to repair personnel.
",B
"In 1993, a landowner had good record title toa vineyard in fee simple absolute. In 1994, thelandowner delivered to his son, for a sum of $1,000,a deed signed by the landowner, naming the son andhis heirs as grantee, and appearing valid on its face. The son neglected to record the deed. In 1998, a farmer, aware of the existence of the landowner-to-son deed, sought out the landowner and asked to buy for $10,000 a deed of the vineyard from the landowner to the farmer and his heirs. The landowner executed such a deed, and the farmer promptly recorded it. The farmer's intent was to acquire color of title and obtain ownership of the vineyard by adverse possession. In 1998, the farmer constructed a fence around the vineyard. In 1999, the son presented his deed of the vineyard to an investor and, for $15,000, paid by the investor, signed and delivered a deed of the vineyard in favor of the investor and his heirs. After receiving the deed, the investor made no effort to search the title, to examine the property, or to record the deed. In 2003, a vintner paid the farmer $20,000, and the farmer delivered to the vintner a deed of the vineyard in favor of the vintner and his heirs. The vintner had examined the property, had searched the title, and had no knowledge of the farmer's awareness of the prior landowner-to-son instrument. Although the vintner did not reside on the property, he regularly visited the vineyard twice a week. The vintner recorded his deed. In 2007, for $25,000, paid by a farmer, the investor signed and delivered a deed of the vineyard naming the farmer and his heirs as grantees. Before the farmer had paid the investor and taken his deed, the farmer visited the vineyard and observed the fence. However, the vintner was not present when the farmer visited the property, and nothing suggested who if anyone was using it. In any case, the farmer did not attempt to search the title before making his purchase. The farmer then recorded the deed. This jurisdiction uses Grantor  Grantee Indices and has no Tract IndexIn 2008, what is the present state of title to the vineyard if the jurisdiction's recording act provides:""Every conveyance of real estate which is not recorded is void against a subsequent purchaser in good faith for valuable consideration, whose conveyance shall be first duly recorded""?
a. In a race notice jurisdiction, the farmer, as a subsequent bonafide purchaser, would acquire record title to the vineyard, because he was the last in time to record.
b. In a pure race jurisdiction, the farmer would acquire record title to the vineyard, because he purchased the property for value and recorded first in time.
c. In a race notice jurisdiction, the vintner, as a subsequent bonafide purchaser without notice of the prior landowner-to-son instrument, would acquire record title to the vineyard, because he recorded his deed first in time.
d. In a pure race jurisdiction, the vintner, as a subsequent bonafide purchaser without notice of the prior landowner-to-son instrument, would acquire record title to the vineyard, because he recorded his deed first in time.
",C
"A grocery store purchased a large mirror to hang on a wall in the store. Along with the mirror itself, the manufacturer provided brackets and bolts to be used for hanging the mirror. The grocery store paid a local carpenter to come in and hang the mirror. A few days after the carpenter installed the mirror, the mirror suddenly fell from the wall because of a defect in the brackets. It struck a shopper on the head, causing serious injuries to him. If the shopper asserts a claim against the carpenter based on strict liability in tort, the plaintiff will
a. prevail, because the brackets were defective when installed.
b. prevail, because it would be abnormally dangerous to maintain such a large mirror on the wall of a retail outlet.
c. not prevail, because the carpenter was not engaged in the sale of the mirror.
d. not prevail, because the carpenter had no relationship of privily with the plaintiff.
",C
"A man committed a series of heinous crimes, including a kidnapping, that took him across state lines and violated federal law. He was convicted and received a life sentence. The felon, however, was pardoned by the President of the United States, who was a childhood friend. A great hue and cry ensued, and the talking heads on television proclaimed that legislation was needed to prevent such injustice again. Would such legislation be constitutional?
a. No. While what the president did wasn't a good idea, the Constitution expressly grants the President an unqualified power to pardon.
b. Yes, under Article I.
c. Yes, under Article II
d. Yes, because Congress can put limits on the pardon power.
",A
"A homeowner was interested in changing the look of his home. He contacted an architect, who designed plans and specifications for a major ""facelift"" of the homeowner's home. The homeowner was very pleased with the plans and specifications. He showed the plans and specifications to his neighbor, who agreed that the facelift would greatly enhance the value of the homeowner's home. The homeowner contacted a contractor, who was considered to be the best in the area, to rebuild his house according to the plans and specifications. The contractor reviewed the plans and specifications and told the homeowner that he could do all the work called for by the plans and specifications for $100,000. The homeowner replied, ""That's a little more than I can afford. I really can only free up $80,000 for this project. Would you do it for that amount?"" The contractor responded, ""That's awfully low. I'll have to think about it,"" and then left. The next day, the neighbor telephoned the contractor. The neighbor explained to the contractor that he realized the value of his home would be enhanced by the improvement done to the homeowner's property. For that reason, the neighbor told the contractor he would pay him $10,000 if he would accept the homeowner's proposal and do the work called for by the plans and specifications. The contractor agreed. The next day the contractor informed the homeowner that he would accept his $80,000 offer. The contractor did all the work called for by the plans and specifications, and collected the $80,000 due him from the homeowner. However, the neighbor refused to pay the contractor the $10,000. If the contractor brings a breach of contract action against the neighbor, judgment for whom?
a. The contractor, because his signing a contract with the homeowner and completing the work according to the plans and specifications was legally sufficient consideration to support the neighbor's promise to pay him the $10,000.
b. The contractor, provided the neighbor realizes an increase in his property value as a result of the work done by the contractor.
c. The neighbor, because his promise to the contractor was illusory.
d. The neighbor, because at the moment the contractor accepted the homeowner's offer, he came under a pre-existing obligation, which was insufficient consideration to support the neighbor's promise.
",A
"A defendant was prosecuted for assault and battery after he admitted striking the victim with a pool cue during a barroom argument. The defendant claimed that he acted in self-defense after he was attacked by the victim, who was drunk and belligerent. At trial, the defendant called a witness who testified that the victim was the aggressor in the altercation. On cross-examination of the witness, the prosecuting attorney asked the witness the following question:""Isn't it true that when you filed your federal income tax return last year, you failed to report the interest income from your savings accounts?"" The prosecuting attorney was informed of this fact by the witness's accountant. Upon objection by the defendant's attorney, the prosecutor's question is
a. improper, because it is not relevant to the issues in the case.
b. improper, because the defendant has not been convicted of any crime in connection with the tax return.
c. within the court's discretion to allow, because filing a false income tax return is an act that bears on the witness's truthfulness.
d. within the court's discretion to allow, because federal income tax evasion is a crime punishable by imprisonment in excess of one year.
",C
"A state recently enacted a statute requiring the following of all construction companies that do business with and for the state (defined generally as selling goods or providing services to the state, its agencies, or subdivisions):Such businesses must purchase insurance only from insurance companies chartered in the state and thus be subject to regulation by the state insurance commissioner;  In hiring any unskilled laborers for employment in connection with state business, preference must be given to citizens of the state;Nonresident aliens shall be prohibited from engaging in any state related business activities;  All buildings constructed for the state must have roofs composed of adobe, which is composed of yellow silt or clay deposits found only in the state. The proposed statute's preamble recites that its provisions will ensure:  responsible insurance coverage for all those who do business with the state;an increased standard of living for the citizens who comprise the state's labor force;  the lowest possible expenditures by the state government; and  a beautiful, uniform aesthetic decor for all new state buildings. If the state statute is attacked as violating the commerce clause, which of the following statements is most accurate?
a. The statute is a valid exercise of the state's police power to legislate to protect the health, safety, morals, and welfare of its citizens.
b. The statute falls within the reserved powers under the Tenth Amendment.
c. The statute should be invalidated if there are nondiscriminatory reasonable alternatives available to serve legitimate local interests.
d. The statute is a valid exercise of state action only if the federal government has not previously ""occupied the field"" in this area.
",C
"A collector owned a rare 16th-century tapestry. The collector contracted in writing to sell the tapestry to a tapestry dealer for $100,000. The contract stipulated that delivery would be ""F. O. B. at the dealer's shop,"" with payment to be made one week after tender. When the dealer received the tapestry, he noticed that it had been damaged in transit. The dealer immediately contacted the collector and notified him that he was rejecting the tapestry because it had ripped apart and was becoming unwoven. The collector told the dealer that he would get back to him with re-shipping instructions. The collector did not make any further contact with the dealer. After four weeks, the dealer then sold the tapestry to a buyer for $120,000. If the collector sues the dealer for damages, the collector should recover
a. $120,000, for conversion.
b. $108,000, because the dealer is entitled to a reasonable sum not exceeding 10% on the resale.
c. $100,000, which is the contract price.
d. $20,000, which covers the difference between the contract price and the sale price.
",B
"It was raining hard one evening as a cab driver was looking for one last passenger. A passenger flagged him down and directed him to take her home. The cab driver recognized the passenger as a former girlfriend, and the passenger invited him into her house when they arrived. Unknown to the cab driver, the passenger was an undercover police officer who worked in the sex crimes unit. When they were inside the passenger's house, the cab driver made sexual advances toward the passenger, who responded by kissing him and holding his hand. The cab driver was about to kiss the passenger again, when she got up to answer the phone in the kitchen. If the cab driver is subsequently arrested and charged with the attempted rape of the passenger, he should be found
a. not guilty.
b. not guilty, solely because he was entrapped.
c. not guilty, if he raises the proper alibi defense.
d. not guilty, if he was predisposed to commit thecrime.
",A
"A pharmaceutical company manufactured a new contraceptive sponge. The pharmaceutical company initially intended for the contraceptive to be available for purchase without a doctor's prescription. However, a study by the Food and Drug Administration revealed that the contraceptive might prove harmful to some users with preexisting health problems. As a result, Congress enacted legislation prohibiting the shipment and sale of the contraceptive across state lines to those who do not have a doctor's prescription. This law is probably
a. constitutional, because Congress has the power to provide for the general welfare.
b. constitutional, because Congresshas the power to regulate interstatecommerce.
c. unconstitutional, because it deprives the manufacturer a property right without just compensation.
d. unconstitutional, because it interferes with the right of privacy of contraceptive users.
",B
"An avid baseball fan wanted to purchase tickets for an upcoming baseball game being held at the local stadium. He contacted the stadium's ticket sales office, which advised him that all tickets were to be placed on sale at the stadium at 9:00 a. m. the following day. The fan, who was employed as a bricklayer, realized that he could not leave work to purchase the tickets. Consequently, the fan telephoned his next-door neighbor and asked him if he would be interested in going to the stadium to purchase the baseball tickets. The neighbor told the fan that he would be happy to purchase the tickets for him and that he (the neighbor) also wanted to buy tickets for himself. However, the neighbor said that his car had broken down and that he did not have available transportation to get to the stadium. The fan suggested that he could lend his car to the neighbor. The neighbor agreed, and the following morning the two men met in front of the fan's home. The fan gave the neighbor the keys to his car and also money with which to buy his baseball tickets. Thereafter, the neighbor drove the fan's car to the stadium where he purchased the tickets for the fan and (using his own money) also bought a set of tickets for himself. The fan had instructed the neighbor to return the car to the fan's home after his trip to the stadium. After the neighbor left the stadium, however, he decided to visit a friend in a town located 120 miles from his home. As the neighbor was driving toward the town, an automobile crashed into him, causing significant damage to the fan's car. The cost of repairing the fan's car was determined to be more than the retail value of the auto. In an action by the fan against the neighbor to recover damages resulting from the accident, the fan will most likely
a. recover nothing, because the neighbor was on a joint venture when the accident occurred.
b. recover the cost of repairing the car.
c. recover the retail value of the car.
d. recover, because the neighbor was negligently operating the auto at the time of the accident.
",C
"A creditor instituted a garnishment action against a woman who owed the creditor a back due debt. This was the first action taken, and the creditor did not have a judgment. It served the notice of garnishment on the garnishee, the woman's employer. The employer honored the notice by holding all of the woman's earnings in escrow pending the creditor's lawsuit and entrance of final judgment against the woman. The state where defendant lived and worked had a provision for pre-judgment garnishment, as long as the money was held and not distributed until a judgment was entered. The money would be paid to the woman if a judgment was not entered with the next 120 days. The woman sued the employer and the creditor, demanding release of her earnings. Will the court order the garnishee to release the funds to the woman?
a. No, because the state procedure for protecting the woman's money until a judgment is entered is a fair one that comports with procedural due process.
b. No, because the state has an interest in protecting the rights of creditors to collect debts through the garnishment procedure.
c. Yes, because the only party that has garnishment rights in the United States is the Internal Revenue Service.
d. Yes, because the interim freezing of wages without a chance to be heard violates procedural due process.
",D
"The defendant, who was walking on a public street, got into a heated argument with a stranger who had been singing and shouting obscenities while walking near him. The defendant pulled a large serrated hunting knife and stabbed the victim in the chest, killing him. The authorities charged defendant with murder. The defendant argued at trial that he only intended to scare the victim to shut him up, and that he did not have the intent to kill. Is the defendant guilty of murder?
a. Yes, his use of a deadly weapon demonstrated the requisite intent to kill.
b. No, defendant responded to the victim's provocation and did not intend to kill.
c. No, he acted on the spur of the moment and could not have formed the requisite intent.
d. No, his behavior was reckless but not intentional.
",A
"A buyer contracted with a seller to purchase 10,000 bushels of soybeans at market price. The soybeans were to be delivered in 90 days. Two days after the soybean contract was made, the buyer and the seller entered into another contract under which the buyer agreed to purchase 10,000 bushels of wheat from the seller at market price. Before the time for delivery of the soybeans, the seller notified the buyer that it would not deliver the wheat because the seller's wheat supplier had refused to extend additional credit to the seller and therefore the seller had no wheat available for the buyer. Which of the following statements best describes the effect of the seller's repudiation of the wheat contract on the buyer's rights under the soybean contract?
a. It gives the buyer the right to demand assurances that the seller will perform the soybean contract.
b. It gives the buyer the right to terminate the soybean contract, because of the doctrine of soybean contract, because of the doctrine of dependent covenants.
c. It gives the buyer the right to terminate the soybean contract, because the buyer does not have to deal with a party that breaches a contract.
d. It has no effect on the buyer's rights, because the two contracts are entirely separate.
",A
"A man was arrested and charged with sexually assaulting a child. At trial, in its case-in-chief, the prosecution seeks to introduce evidence that the man had twice been previously involved in similar cases with other children. The prosecution argues that these past crimes demonstrate the likelihood that the man molested this child. Defense counsel objects to the evidence regarding other children. The judge should find the evidence
a. admissible, because the man's past crimes may be introduced to show that he is more likely to have committed the crime with which he is charged.
b. admissible, because a common plan or scheme may be proven by other similar criminal acts.
c. inadmissible, because past crimes may not be introduced to prove disposition to commit certain acts.
d. inadmissible, because the prosecution cannot initiate evidence of bad character.
",A
"A defendant and his friend were walking down the street when they ran into a victim. The friend turned to the defendant and said that the victim owed him some money. The friend then stopped the victim and demanded the money. The victim refused to pay the money. The friend suddenly said to the defendant, ""Give me your gun. I'm going to blow this lowlife away. "" The defendant gave his friend his gun, and the friend shot the victim to death. As the friend and the defendant were about to leave, the defendant turned to his friend and said, ""Let me have my gun back. I think the creep's still alive. "" The defendant then fired two more shots into the victim's body. Unknown to the defendant, the victim was already dead. Which of the following is the most serious crime that the defendant can be convicted of?
a. Attempted murder.
b. Murder.
c. Assault with a deadly weapon.
d. Concealment of a deadly weapon.
",B
"A landlord rented an apartment to a tenant for $250 per month in accordance with a month-to-month agreement. On September 3, the landlord mailed the following letter to the tenant:""September 2 In consideration of one dollar, receipt of which is acknowledged, I hereby give you an option for 20 days from the above date to sign a two-year lease at $225 per month, provided you pay two months' rent in advance. ""The tenant received the letter on September 4, but did not read it until September 5. On September 23, the tenant telephoned the landlord and said, ""I want to give you the $450 and sign the two-year lease as soon as possible. "" The landlord replied, ""I've change my mind. I do not want to sign a lease with you. Moreover, I want you to vacate the apartment immediately. "" At no time after receiving the landlord's letter on September 4 did the tenant pay him the one-dollar consideration. Did the landlord's letter constitute an effective offer for a two-year lease?
a. Yes, because it manifested a willingness to enter into a specific bargain that could be concluded by the tenant's assent.
b. Yes, because consideration for the option can be infeffed from the previous month-to-month lease.
c. No, unless the tenant paid or tendered to the landlord the one-dollar consideration.
d. No, because it contained a condition precedent to execution of the proposed lease.
",A
